seed,arm,step,return,reach_rate,mean_abs_action,sat_frac,p95_abs_action
7,bypass,10000,-169.20454545454547,0.29545454545454547,0.03782225161130353,0.0,0.31024484634399285
7,bypass,12500,-89.75,0.75,0.24996206966585133,0.1324385920486199,0.9953104376792907
7,bypass,15000,-102.95454545454545,0.6363636363636364,0.2089637167011665,0.09072847682119205,0.9976159989833832
7,bypass,17500,-82.43181818181819,0.7045454545454546,0.2976993478491578,0.13702784670526605,0.9991645097732544
7,bypass,20000,-70.61363636363636,0.7954545454545454,0.3735409627438052,0.13035082072738977,0.9990297436714173
7,bypass,22500,-88.38636363636364,0.7272727272727273,0.23627440106074832,0.060169709436873234,0.9822114467620849
7,bypass,25000,-90.72727272727273,0.7045454545454546,0.13839866534502568,0.048597194388777555,0.8504897415637954
7,bypass,27500,-112.81818181818181,0.5454545454545454,0.1091261017860471,0.029008863819500404,0.2865466326475127
7,bypass,30000,-120.79545454545455,0.5,0.13363469934418643,0.03160865475070555,0.3387027382850648
7,bypass,32500,-133.1818181818182,0.4318181818181818,0.09890531099086736,0.025255972696245733,0.22412474751472478
7,bypass,35000,-134.5681818181818,0.4318181818181818,0.21265166685843342,0.028711366323256205,0.6094316244125366
7,bypass,37500,-137.29545454545453,0.4318181818181818,0.13967049043909877,0.032776030458533355,0.3339266777038574
7,bypass,40000,-133.3409090909091,0.4772727272727273,0.239198536000789,0.029146071245951935,0.5587123692035675
8,bypass,2500,-188.38636363636363,0.1590909090909091,0.042122788920536565,0.0,0.09941601753234862
8,bypass,5000,-171.54545454545453,0.3181818181818182,0.0429355785305941,0.0,0.2367757081985473
8,bypass,7500,-166.45454545454547,0.29545454545454547,0.040442727648580354,0.0,0.3271811306476584
8,bypass,10000,-92.43181818181819,0.75,0.15606011991451613,0.07868207523973444,0.9648780167102813
8,bypass,12500,-135.29545454545453,0.38636363636363635,0.17488348034476306,0.1054930287250126,0.9968298435211181
8,bypass,15000,-81.56818181818181,0.7045454545454546,0.27173013758878584,0.10281415436054611,0.9989179730415344
8,bypass,17500,-96.93181818181819,0.6363636363636364,0.16458879045417132,0.044783118405627195,0.8319290995597834
8,bypass,20000,-146.0681818181818,0.3181818181818182,0.11575225630425287,0.03205227944608682,0.7111598730087278
8,bypass,22500,-153.29545454545453,0.2727272727272727,0.14203775320519688,0.02742772424017791,0.6964976787567123
8,bypass,25000,-149.88636363636363,0.29545454545454547,0.15504754182513325,0.017437452615617893,0.44734796285629236
8,bypass,27500,-149.97727272727272,0.29545454545454547,0.19966624311144235,0.01606303985452341,0.5140095770359027
8,bypass,30000,-123.63636363636364,0.4318181818181818,0.1570236332166721,0.024816176470588234,0.5234186410903935
8,bypass,32500,-129.29545454545453,0.4090909090909091,0.11331025566948301,0.020741782387062754,0.4246874213218685
8,bypass,35000,-133.13636363636363,0.4318181818181818,0.11612344992856762,0.0201433936497098,0.47579831779003123
8,bypass,37500,-114.18181818181819,0.5,0.1449988284118616,0.032245222929936306,0.6472905874252318
8,bypass,40000,-86.70454545454545,0.6590909090909091,0.20457834428759733,0.0799475753604194,0.9984946727752686
9,bypass,2500,-190.0681818181818,0.1590909090909091,0.0352563670444728,0.0,0.0994274377822876
9,bypass,5000,-165.6590909090909,0.3181818181818182,0.043223181654354036,0.0,0.219245433807373
9,bypass,7500,-182.4090909090909,0.11363636363636363,0.03600289392079197,0.0,0.28447289764881134
9,bypass,10000,-134.5,0.5227272727272727,0.05810633242311571,0.02179790469753295,0.43971176147460883
9,bypass,12500,-130.02272727272728,0.4318181818181818,0.09155945633283301,0.03023946862436637,0.6975080966949463
9,bypass,15000,-94.97727272727273,0.7272727272727273,0.13831969714101977,0.06269442450346972,0.9533019661903381
9,bypass,17500,-167.61363636363637,0.18181818181818182,0.384495303000434,0.05342372881355932,0.9286331057548523
9,bypass,20000,-148.72727272727272,0.29545454545454547,0.19873969192209046,0.04018948655256724,0.8331170082092284
9,bypass,22500,-152.02272727272728,0.2727272727272727,0.2104919710970545,0.044849753326356705,0.8835541963577268
9,bypass,25000,-105.63636363636364,0.5454545454545454,0.13644698777728154,0.07809810671256455,0.9932536065578459
9,bypass,27500,-90.68181818181819,0.6363636363636364,0.15994012839812086,0.06591478696741855,0.98153600692749
9,bypass,30000,-101.52272727272727,0.5681818181818182,0.2323824147636895,0.12693082605775688,0.9990116000175476
9,bypass,32500,-120.79545454545455,0.45454545454545453,0.24165016171624945,0.03160865475070555,0.8308760881423951
9,bypass,35000,-132.72727272727272,0.38636363636363635,0.06628787442021174,0.01386986301369863,0.3101147830486299
9,bypass,37500,-128.9318181818182,0.4090909090909091,0.06850486067096623,0.014101886127269522,0.28529918193817094
9,bypass,40000,-126.72727272727273,0.4318181818181818,0.06614538479911716,0.015423242467718794,0.2337271273136139
