seed,arm,step,return,reach_rate,mean_abs_action,sat_frac,p95_abs_action
2,baseline,40000,-29.34090909090909,1.0,0.7982314639918847,0.41518202943454685,0.971076250076294
3,baseline,2500,-192.5,0.1590909090909091,0.04536105998854429,0.0,0.08412058055400848
3,baseline,5000,-155.63636363636363,0.45454545454545453,0.04736874916669086,0.0,0.23035779297351833
3,baseline,7500,-141.77272727272728,0.5454545454545454,0.05472216398985809,0.0,0.4034541130065912
3,baseline,10000,-120.0909090909091,0.6363636363636364,0.07088508478941834,0.005866767600302801,0.47219045758247236
3,baseline,12500,-90.86363636363636,0.9318181818181818,0.1605131917145325,0.008754377188594297,0.7890092283487319
3,baseline,15000,-113.6590909090909,0.7727272727272727,0.3813432534321192,0.16976604679064186,0.9859779477119446
3,baseline,17500,-43.52272727272727,0.9545454545454546,0.4845015261876677,0.31592689295039167,0.9976471841335297
3,baseline,20000,-40.09090909090909,0.9772727272727273,0.5430191868151667,0.3129251700680272,0.9849508285522461
3,baseline,22500,-35.75,1.0,0.5753909430910051,0.30959949141767323,0.9753307342529297
3,baseline,25000,-34.27272727272727,1.0,0.6436485250132153,0.34151193633952254,0.9655318647623061
3,baseline,27500,-33.54545454545455,1.0,0.6328055155955679,0.2981029810298103,0.9676018506288528
3,baseline,30000,-32.25,1.0,0.6427291639679498,0.24876673713883016,0.9697636067867279
3,baseline,32500,-31.795454545454547,1.0,0.666625122967748,0.23302358827734096,0.9649967908859253
3,baseline,35000,-32.93181818181818,1.0,0.6314934191002856,0.22429261559696342,0.9595458507537842
3,baseline,37500,-31.75,1.0,0.6323232982273006,0.25769506084466715,0.9652819633483887
3,baseline,40000,-33.0,1.0,0.6062974772587952,0.22727272727272727,0.965119594335556
4,baseline,2500,-194.04545454545453,0.06818181818181818,0.04036399266931485,0.0,0.1024069547653198
4,baseline,5000,-159.8409090909091,0.4090909090909091,0.04657739431373632,0.0,0.22370674610137936
4,baseline,7500,-161.25,0.3409090909090909,0.043984265987767224,0.0,0.34971476793289163
4,baseline,10000,-145.45454545454547,0.45454545454545453,0.048014969304203986,0.00328125,0.3379889339208601
4,baseline,12500,-104.13636363636364,0.6136363636363636,0.08088652117707125,0.00501964207769533,0.5225524872541426
4,baseline,15000,-71.8409090909091,0.8409090909090909,0.22698298523751137,0.044289781714647265,0.887495756149292
4,baseline,17500,-41.29545454545455,0.9772727272727273,0.6001485639308662,0.40836543753439736,0.9956451177597045
4,baseline,20000,-35.88636363636363,1.0,0.6057389976481534,0.37682077264091196,0.9883724451065063
4,baseline,22500,-30.727272727272727,1.0,0.7312342664722861,0.43047337278106507,0.9878159999847412
4,baseline,25000,-30.227272727272727,1.0,0.726329708681967,0.3744360902255639,0.9753223389387131
4,baseline,27500,-30.25,1.0,0.7005028625254699,0.31555221637866265,0.9603878557682037
4,baseline,30000,-32.93181818181818,1.0,0.5929396166070895,0.2726017943409248,0.9608437776565552
4,baseline,32500,-31.40909090909091,1.0,0.6824809627664072,0.2706222865412446,0.9648662209510803
4,baseline,35000,-32.52272727272727,1.0,0.6696825743887826,0.20545073375262055,0.9516408443450928
4,baseline,37500,-31.15909090909091,1.0,0.6876352037242692,0.25820568927789933,0.9629378616809845
4,baseline,40000,-30.90909090909091,1.0,0.6951903986141962,0.25220588235294117,0.9684947997331619
5,baseline,2500,-192.13636363636363,0.06818181818181818,0.052384519347181156,0.0,0.09484433233737943
5,baseline,5000,-164.5,0.3409090909090909,0.046974639309213514,0.0,0.2259897470474242
5,baseline,7500,-176.5,0.20454545454545456,0.03965556550173301,0.0,0.30590546131134033
5,baseline,10000,-145.3409090909091,0.5454545454545454,0.05090086443336612,0.0014073494917904612,0.3723989844322201
5,baseline,12500,-71.95454545454545,0.9772727272727273,0.1611192323366299,0.021794061907770057,0.7062973082065582
5,baseline,15000,-48.75,0.9545454545454546,0.5228357009954386,0.30536130536130535,0.9952996492385864
5,baseline,17500,-31.181818181818183,1.0,0.8045417057355708,0.6020408163265306,0.9948348522186279
5,baseline,20000,-29.318181818181817,1.0,0.8353112114030261,0.5255813953488372,0.9877636432647705
5,baseline,22500,-31.15909090909091,1.0,0.7397113902389699,0.3238512035010941,0.9718605577945709
5,baseline,25000,-31.318181818181817,1.0,0.7199574169555493,0.2960812772133527,0.9580114156007766
5,baseline,27500,-31.34090909090909,1.0,0.7128583460376261,0.25598259608411894,0.9577738106250763
5,baseline,30000,-30.931818181818183,1.0,0.7199279049754931,0.25128581925055105,0.9578477144241333
5,baseline,32500,-34.47727272727273,1.0,0.6570559162879823,0.27158866183256425,0.9583301067352296
5,baseline,35000,-41.54545454545455,1.0,0.5353461415945049,0.23085339168490154,0.9534973829984665
5,baseline,37500,-32.38636363636363,1.0,0.6734642638658223,0.3003508771929825,0.9679846882820129
5,baseline,40000,-30.181818181818183,1.0,0.7582803320094763,0.35542168674698793,0.9686077862977981
6,baseline,2500,-191.79545454545453,0.11363636363636363,0.03547101293303472,0.0,0.08781524896621701
6,baseline,5000,-149.52272727272728,0.6590909090909091,0.05330392639041581,0.0,0.2083940267562865
6,baseline,7500,-134.8181818181818,0.5454545454545454,0.058452268367832926,0.0,0.376249516010284
6,baseline,10000,-104.47727272727273,0.8636363636363636,0.07955081315825809,0.006090928866652165,0.48747446537017797
6,baseline,12500,-57.93181818181818,0.9545454545454546,0.31236451843197366,0.13691643781875246,0.9684947490692138
6,baseline,15000,-52.52272727272727,0.9545454545454546,0.3351270984850215,0.15534400692340977,0.9894148111343384
6,baseline,17500,-35.02272727272727,1.0,0.6315767150819495,0.3737832576249189,0.994025707244873
6,baseline,20000,-30.09090909090909,1.0,0.7856161711439266,0.48338368580060426,0.9843366682529449
6,baseline,22500,-28.681818181818183,1.0,0.8363221210269656,0.589540412044374,0.97975013256073
6,baseline,25000,-30.65909090909091,1.0,0.7271697179223097,0.29799851742031136,0.9603084683418274
6,baseline,27500,-32.43181818181818,1.0,0.7041845557233547,0.27890679747722497,0.9703369677066803
6,baseline,30000,-30.772727272727273,1.0,0.7435426558842511,0.3700147710487445,0.968089011311531
6,baseline,32500,-30.136363636363637,1.0,0.758648751098466,0.37481146304675717,0.968673050403595
6,baseline,35000,-29.34090909090909,1.0,0.7711675652785416,0.34779240898528274,0.9618691205978394
6,baseline,37500,-28.90909090909091,1.0,0.7851405735566931,0.4410377358490566,0.9610572576522827
6,baseline,40000,-29.34090909090909,1.0,0.7527062858748491,0.42835011618900076,0.9635151028633118
7,baseline,2500,-189.86363636363637,0.1590909090909091,0.03795327654660019,0.0,0.09381002485752106
7,baseline,5000,-160.13636363636363,0.38636363636363635,0.048859084148214785,0.0,0.22932161390781403
7,baseline,7500,-159.1818181818182,0.45454545454545453,0.04454437791790573,0.0,0.3366632044315336
7,baseline,10000,-173.22727272727272,0.22727272727272727,0.03679918483529182,0.0002623983206507478,0.27142111957073173
7,baseline,12500,-119.8409090909091,0.7954545454545454,0.06613561375959986,0.009671913521714395,0.4642354965209958
7,baseline,15000,-65.04545454545455,0.9318181818181818,0.22902843039573947,0.06953179594689028,0.9261976599693298
7,baseline,17500,-39.0,1.0,0.4998766982402557,0.22144522144522144,0.9705619513988495
7,baseline,20000,-35.0,1.0,0.5876478228089097,0.3461038961038961,0.9866853296756745
7,baseline,22500,-33.5,1.0,0.6030070198601266,0.26322930800542743,0.9690668553113937
7,baseline,25000,-35.15909090909091,1.0,0.5884033475063968,0.29476405946994183,0.9648395538330078
7,baseline,27500,-37.61363636363637,1.0,0.513433469134155,0.318429003021148,0.9703566431999207
7,baseline,30000,-40.77272727272727,1.0,0.48563264345245616,0.27591973244147155,0.9818211287260056
7,baseline,32500,-30.704545454545453,1.0,0.7461292733535513,0.38860103626943004,0.9767308235168457
7,baseline,35000,-37.72727272727273,1.0,0.48055268256779177,0.23734939759036144,0.9741101741790771
7,baseline,37500,-42.11363636363637,1.0,0.37333332810347875,0.17539125742039935,0.9738131761550903
7,baseline,40000,-31.363636363636363,1.0,0.7255123741384866,0.4398550724637681,0.9830685377120971
8,baseline,2500,-188.38636363636363,0.1590909090909091,0.042122788920536565,0.0,0.09941601753234862
8,baseline,5000,-171.54545454545453,0.3181818181818182,0.0429355785305941,0.0,0.2367757081985473
8,baseline,7500,-166.45454545454547,0.29545454545454547,0.040442727648580354,0.0,0.3271811306476584
8,baseline,10000,-137.6590909090909,0.4318181818181818,0.059637458820006074,0.004952947003467063,0.3510953903198232
8,baseline,12500,-71.4090909090909,0.7727272727272727,0.24118015634869405,0.08465945257797582,0.9446037143468857
8,baseline,15000,-51.45454545454545,0.9090909090909091,0.3892504264314267,0.196113074204947,0.9893103837966919
8,baseline,17500,-53.52272727272727,0.9545454545454546,0.33268799761551454,0.11634819532908705,0.9722537696361542
8,baseline,20000,-39.95454545454545,1.0,0.5742435729273079,0.40102389078498296,0.9870677649974823
8,baseline,22500,-33.09090909090909,1.0,0.7122855319917857,0.540521978021978,0.9915084689855576
8,baseline,25000,-32.13636363636363,1.0,0.6994611252905456,0.44413012729844414,0.9853931963443756
8,baseline,27500,-32.56818181818182,1.0,0.7180557584146977,0.4019539427773901,0.9840266227722168
8,baseline,30000,-33.84090909090909,1.0,0.6426466068539386,0.3116185359301545,0.9670189857482909
8,baseline,32500,-34.77272727272727,1.0,0.5885766932387757,0.21372549019607842,0.9590107321739196
8,baseline,35000,-33.84090909090909,1.0,0.5861325802380323,0.20550705171255876,0.9620445728302002
8,baseline,37500,-33.75,1.0,0.6234184796159917,0.1872053872053872,0.9521770954132079
8,baseline,40000,-38.86363636363637,1.0,0.5263321526566445,0.18771929824561404,0.9573959529399871
9,baseline,2500,-190.0681818181818,0.1590909090909091,0.0352563670444728,0.0,0.0994274377822876
9,baseline,5000,-165.6590909090909,0.3181818181818182,0.043223181654354036,0.0,0.219245433807373
9,baseline,7500,-182.4090909090909,0.11363636363636363,0.03600289392079197,0.0,0.28447289764881134
9,baseline,10000,-168.3409090909091,0.3181818181818182,0.04201013516105105,0.0031051707843931416,0.2955912709236141
9,baseline,12500,-132.3181818181818,0.6136363636363636,0.053189992188015005,0.01597389213328753,0.5136490166187285
9,baseline,15000,-51.29545454545455,0.9545454545454546,0.4431679345201907,0.20248116969428445,0.9834504127502441
9,baseline,17500,-53.38636363636363,0.8636363636363636,0.35742035788543786,0.2473392933163048,0.9921309351921082
9,baseline,20000,-45.70454545454545,0.9090909090909091,0.44305663269470724,0.2560914967677772,0.9760053157806396
9,baseline,22500,-29.522727272727273,1.0,0.7765422048616446,0.394919168591224,0.9730778813362121
9,baseline,25000,-30.204545454545453,1.0,0.7438836608998662,0.3799849510910459,0.9697109222412109
9,baseline,27500,-30.954545454545453,1.0,0.6734549125735805,0.36270190895741555,0.9736424803733826
9,baseline,30000,-29.772727272727273,1.0,0.7584754006553243,0.39541984732824426,0.974161970615387
9,baseline,32500,-31.272727272727273,1.0,0.7344839068692784,0.33066860465116277,0.9660727083683014
9,baseline,35000,-31.318181818181817,1.0,0.7210854843410248,0.3193033381712627,0.9614758372306823
9,baseline,37500,-31.113636363636363,1.0,0.7109961908955571,0.30094959824689554,0.9593838572502136
9,baseline,40000,-31.59090909090909,1.0,0.6846017123983918,0.2539568345323741,0.9618963718414306
0,bypass,2500,-193.95454545454547,0.11363636363636363,0.0364268305208355,0.0,0.08272649347782134
0,bypass,5000,-154.1818181818182,0.45454545454545453,0.052021522215514815,0.0,0.21324477195739738
0,bypass,7500,-154.47727272727272,0.5681818181818182,0.050741153665197165,0.0,0.34647026062011715
0,bypass,10000,-129.8181818181818,0.8636363636363636,0.06300529663344058,0.016981792717086833,0.46859018206596303
0,bypass,12500,-78.56818181818181,0.7954545454545454,0.17029345702807752,0.02834827885449812,0.8099192142486571
0,bypass,15000,-132.0909090909091,0.4318181818181818,0.2935361410020059,0.07398485891259463,0.9606173306703567
0,bypass,17500,-128.29545454545453,0.45454545454545453,0.2508641894038955,0.1204605845881311,0.996737790107727
0,bypass,20000,-129.5681818181818,0.4090909090909091,0.18116929922746244,0.07963515172776706,0.9941372871398926
0,bypass,22500,-139.9090909090909,0.3409090909090909,0.20885651666596,0.05539311241065627,0.9575462341308594
0,bypass,25000,-143.5,0.3181818181818182,0.17429189873451592,0.052106430155210645,0.9403851151466365
0,bypass,27500,-147.72727272727272,0.29545454545454547,0.1639255966223203,0.05307692307692308,0.9369947522878643
0,bypass,30000,-147.6818181818182,0.29545454545454547,0.14679034014377787,0.05417051400430902,0.9384000539779663
0,bypass,32500,-146.88636363636363,0.29545454545454547,0.14702126892399128,0.05152406003403992,0.9234633922576893
0,bypass,35000,-143.0,0.3181818181818182,0.1191864994136073,0.05562619198982836,0.9865233242511747
0,bypass,37500,-142.5681818181818,0.3181818181818182,0.11096596265549906,0.05212816834050694,0.9403378725051876
0,bypass,40000,-131.45454545454547,0.38636363636363635,0.11958414828340377,0.0698478561549101,0.9983855366706849
1,bypass,2500,-188.4318181818182,0.11363636363636363,0.037546183120900994,0.0,0.09146836400032043
1,bypass,5000,-166.1590909090909,0.3409090909090909,0.042123735480947055,0.0,0.24923938512802124
1,bypass,7500,-133.38636363636363,0.5227272727272727,0.053982284654444095,0.018572158800477082,0.47461580038070533
1,bypass,10000,-146.54545454545453,0.4090909090909091,0.048303778992767075,0.020626550868486353,0.2727344334125515
1,bypass,12500,-139.6590909090909,0.38636363636363635,0.06648097760896551,0.027990235964198536,0.48858222961425696
1,bypass,15000,-118.63636363636364,0.5,0.12347566483121265,0.04846743295019157,0.871512752771378
1,bypass,17500,-119.68181818181819,0.5,0.19768602044193906,0.04405620964679073,0.822777509689331
1,bypass,20000,-93.0,0.6363636363636364,0.24873245100355101,0.10215053763440861,0.9971501588821411
1,bypass,22500,-82.22727272727273,0.7272727272727273,0.2362102732564811,0.08568269762299613,0.9857389271259306
1,bypass,25000,-94.70454545454545,0.6136363636363636,0.13358112419426857,0.053035757139428846,0.9113458335399627
1,bypass,27500,-93.06818181818181,0.6363636363636364,0.23578515391937832,0.07863247863247863,0.9626277923583983
1,bypass,30000,-105.54545454545455,0.5681818181818182,0.22279840058339864,0.03359173126614987,0.8371905386447906
1,bypass,32500,-103.54545454545455,0.5909090909090909,0.263960969052993,0.09196663740122915,0.9863662868738174
1,bypass,35000,-99.5,0.6136363636363636,0.20682876760309393,0.05116491548652353,0.9251404613256448
1,bypass,37500,-99.25,0.6136363636363636,0.19833246615267686,0.04511106022441035,0.8209033489227294
1,bypass,40000,-93.77272727272727,0.6590909090909091,0.1500367042484413,0.048473097430925836,0.8895780593156815
2,bypass,2500,-183.13636363636363,0.1590909090909091,0.03714854372852521,0.0,0.10839899480342863
2,bypass,5000,-176.04545454545453,0.1590909090909091,0.03779277578669557,0.0,0.2605586051940918
2,bypass,7500,-166.5681818181818,0.29545454545454547,0.03891754584677435,0.0,0.34076490402221643
2,bypass,10000,-131.86363636363637,0.5227272727272727,0.10128621075408946,0.025336091003102378,0.6657675087451933
2,bypass,12500,-66.79545454545455,0.8636363636363636,0.3310716028479582,0.13610071452875128,0.983760404586792
2,bypass,15000,-67.52272727272727,0.8409090909090909,0.3211932678248336,0.1706496129249411,0.9984151422977448
2,bypass,17500,-74.22727272727273,0.7954545454545454,0.20892634929430973,0.06858542559706063,0.9575411081314087
2,bypass,20000,-70.45454545454545,0.8181818181818182,0.18843971656214806,0.06516129032258064,0.9805651724338529
2,bypass,22500,-69.68181818181819,0.8181818181818182,0.17001943032646677,0.0593607305936073,0.9781285226345062
2,bypass,25000,-63.11363636363637,0.8863636363636364,0.19355568080485877,0.06949945984875765,0.9970157146453857
2,bypass,27500,-82.5909090909091,0.7272727272727273,0.11498054168220398,0.04623004953219593,0.8128775000572195
2,bypass,30000,-141.38636363636363,0.36363636363636365,0.06913982055095629,0.02266516637196592,0.2901318073272705
2,bypass,32500,-152.36363636363637,0.29545454545454547,0.05395186469314491,0.017153937947494032,0.192390215396881
2,bypass,35000,-151.75,0.29545454545454547,0.06289473279107737,0.018720982477160402,0.1700081229209899
2,bypass,37500,-149.38636363636363,0.29545454545454547,0.06471881854847905,0.019321466605811653,0.1914962291717527
2,bypass,40000,-130.0,0.4318181818181818,0.19662746225412076,0.022902097902097903,0.47905581891536714
3,bypass,2500,-192.5,0.1590909090909091,0.04536105998854429,0.0,0.08412058055400848
3,bypass,5000,-155.63636363636363,0.45454545454545453,0.04736874916669086,0.0,0.23035779297351833
3,bypass,7500,-141.77272727272728,0.5454545454545454,0.05472216398985809,0.0,0.4034541130065912
3,bypass,10000,-91.54545454545455,1.0,0.09497292154832061,0.015888778550148957,0.5793631821870797
3,bypass,12500,-85.97727272727273,0.8181818181818182,0.13680670041115298,0.011895321173671689,0.635239797830581
3,bypass,15000,-111.79545454545455,0.5227272727272727,0.3543125145147913,0.11038829030290709,0.9978490233421325
3,bypass,17500,-124.25,0.45454545454545453,0.12259075091921784,0.06237424547283702,0.9893495082855224
3,bypass,20000,-109.79545454545455,0.5681818181818182,0.1734878529650507,0.09066445870420203,0.9989607930183411
3,bypass,22500,-76.11363636363636,0.7954545454545454,0.2956659372403181,0.1337712750074649,0.9976957082748413
3,bypass,25000,-100.63636363636364,0.75,0.1172307801198184,0.03884372177055104,0.7733893811702663
3,bypass,27500,-101.88636363636364,0.75,0.0966426153122355,0.03368280169529333,0.5706493735313403
3,bypass,30000,-102.5,0.7045454545454546,0.08857266925390966,0.033924611973392464,0.49450248479843156
3,bypass,32500,-89.4090909090909,0.8181818181818182,0.23481240107980428,0.04067107269954245,0.810041034221649
3,bypass,35000,-83.81818181818181,0.75,0.16494187176098277,0.061279826464208244,0.9516626805067062
3,bypass,37500,-91.52272727272727,0.6818181818181818,0.11726138939299771,0.04519493419418922,0.8067347109317775
3,bypass,40000,-89.54545454545455,0.7045454545454546,0.11413093716057424,0.03857868020304569,0.5777849256992335
4,bypass,2500,-194.04545454545453,0.06818181818181818,0.04036399266931485,0.0,0.1024069547653198
4,bypass,5000,-159.8409090909091,0.4090909090909091,0.04657739431373632,0.0,0.22370674610137936
4,bypass,7500,-161.25,0.3409090909090909,0.043984265987767224,0.0,0.34971476793289163
4,bypass,10000,-140.70454545454547,0.5,0.04932532854831925,0.009045388467129704,0.36970633268356323
4,bypass,12500,-63.5,1.0,0.2697181782085894,0.07516105941302792,0.9653126835823058
4,bypass,15000,-56.04545454545455,0.9318181818181818,0.3463582276137786,0.09975669099756691,0.9938831627368927
4,bypass,17500,-48.61363636363637,0.9545454545454546,0.421938102202975,0.18513323983169705,0.9990919709205628
4,bypass,20000,-54.5,0.9318181818181818,0.39855781500790893,0.2322768974145121,0.9991312772035599
4,bypass,22500,-84.88636363636364,0.7954545454545454,0.2609158907549448,0.1111111111111111,0.9977431893348694
4,bypass,25000,-87.27272727272727,0.6818181818181818,0.14986675772815944,0.06145833333333333,0.9706589996814727
4,bypass,27500,-105.06818181818181,0.5681818181818182,0.13160166895392136,0.02617348042396712,0.41554058790206905
4,bypass,30000,-114.79545454545455,0.5227272727272727,0.1013293649814691,0.018610176202732132,0.30798017978668213
4,bypass,32500,-101.88636363636364,0.5909090909090909,0.12890319717321283,0.024091010484050858,0.3589839994907372
4,bypass,35000,-91.3409090909091,0.6590909090909091,0.19092350733995023,0.03433689972630007,0.5595485210418699
4,bypass,37500,-75.31818181818181,0.75,0.20813920680269393,0.055220277610138806,0.9888606578111647
4,bypass,40000,-69.81818181818181,0.7954545454545454,0.3401138532984381,0.10384114583333333,0.9982404589653016
5,bypass,2500,-192.13636363636363,0.06818181818181818,0.052384519347181156,0.0,0.09484433233737943
5,bypass,5000,-164.5,0.3409090909090909,0.046974639309213514,0.0,0.2259897470474242
5,bypass,7500,-176.5,0.20454545454545456,0.03965556550173301,0.0,0.30590546131134033
5,bypass,10000,-138.0909090909091,0.36363636363636365,0.12813963007777832,0.0446017116524029,0.8820538967847824
5,bypass,12500,-98.36363636363636,0.7045454545454546,0.1791966707616108,0.12361367837338262,0.9976937741041183
5,bypass,15000,-119.56818181818181,0.5,0.12367074999648839,0.08135335487549895,0.9984487295150757
5,bypass,17500,-118.04545454545455,0.4772727272727273,0.10038553572499756,0.05121293800539083,0.9074065953493098
5,bypass,20000,-84.93181818181819,0.6818181818181818,0.16183256584595704,0.05458924270805459,0.9436138153076169
5,bypass,22500,-82.3409090909091,0.6818181818181818,0.17997426553026538,0.08004416229643942,0.99826101064682
5,bypass,25000,-92.75,0.6363636363636364,0.14946278011760886,0.047292330311198234,0.8201749324798584
5,bypass,27500,-109.36363636363636,0.5454545454545454,0.11027021250274908,0.024314214463840397,0.39401008784770936
5,bypass,30000,-110.47727272727273,0.5454545454545454,0.0828294879834462,0.02180621271343345,0.3212592601776123
5,bypass,32500,-109.04545454545455,0.5454545454545454,0.07202493299688584,0.02209253855773239,0.3419052153825751
5,bypass,35000,-96.81818181818181,0.6363636363636364,0.12124246939527036,0.03450704225352113,0.4437284052371978
5,bypass,37500,-85.06818181818181,0.7272727272727273,0.13339307858859223,0.04915842906759284,0.8795300543308203
5,bypass,40000,-137.6590909090909,0.38636363636363635,0.0881903808030709,0.03268945022288262,0.3557898998260494
6,bypass,2500,-191.79545454545453,0.11363636363636363,0.03547101293303472,0.0,0.08781524896621701
6,bypass,5000,-149.52272727272728,0.6590909090909091,0.05330392639041581,0.0,0.2083940267562865
6,bypass,7500,-134.8181818181818,0.5454545454545454,0.058452268367832926,0.0,0.376249516010284
6,bypass,10000,-124.68181818181819,0.5227272727272727,0.07345543627403446,0.016952242070725484,0.44891253113746643
6,bypass,12500,-108.9090909090909,0.6136363636363636,0.10598504663956583,0.048414023372287146,0.8860473573207854
6,bypass,15000,-75.11363636363636,0.75,0.19943470760120385,0.08895612708018154,0.9955075502395629
6,bypass,17500,-81.13636363636364,0.75,0.2308472652729152,0.1450980392156863,0.99895039498806
6,bypass,20000,-99.43181818181819,0.5909090909090909,0.14579098964418682,0.08571428571428572,0.9935352206230164
6,bypass,22500,-113.86363636363636,0.5,0.14549330677576883,0.05449101796407185,0.9427815943956378
6,bypass,25000,-99.72727272727273,0.5909090909090909,0.16546386612091915,0.09275296262534184,0.997281962633133
6,bypass,27500,-92.79545454545455,0.6818181818181818,0.2024313333628372,0.12637766348273327,0.9988239049911499
6,bypass,30000,-73.04545454545455,0.8181818181818182,0.2519757695352356,0.1533914125700062,0.9989506840705872
6,bypass,32500,-68.95454545454545,0.8409090909090909,0.23453236651719206,0.1008569545154911,0.9982739597558975
6,bypass,35000,-69.93181818181819,0.8636363636363636,0.23015767384319286,0.0864478388040299,0.9986531257629394
6,bypass,37500,-76.38636363636364,0.8636363636363636,0.19644569949854063,0.0749776852127343,0.998566746711731
6,bypass,40000,-83.77272727272727,0.8636363636363636,0.17549239216262208,0.07542051003798156,0.9989769160747528
7,bypass,2500,-189.86363636363637,0.1590909090909091,0.03795327654660019,0.0,0.09381002485752106
7,bypass,5000,-160.13636363636363,0.38636363636363635,0.048859084148214785,0.0,0.22932161390781403
7,bypass,7500,-159.1818181818182,0.45454545454545453,0.04454437791790573,0.0,0.3366632044315336
